Node,Check,Kanton,PLZ,Ort,Gebiet,Vermehrungstyp,Herkunft,Pflanzjahr,Lat-WGS84,Lon-WGS84,CHY-LV95,CHX-LV95,BHU,BHD,Datum,Hauptinfo,SEBA,Erhaltungs-Plantage_Biel_Nr,DNA_Probe,Fruechte,Verluste_Erklaerung,Reiser,Bemerkung
12062066330,ja,AG,5000,Aarau,Forstwerkhofgross,planted,,2009,47.376679,8.0508444,2646236,1247496,47,15,Juli 2024,"Einwohnergemeinde: Wirz Roger, Rathausgasse 1, 5000 Aarau
Dick Martin",,,,,,,
12062075387,ja,AG,5000,Aarau,Forstwerkhofklein,planted,,,47.3766946,8.0508,2646233,1247497,3,1,Juli 2024,"Einwohnergemeinde: Wirz Roger, Rathausgasse 1, 5000 Aarau
Dick Martin",,,,,,,
9044264011,ja,AG,5000,Aarau,Roggenhausen,planted,,,47.3759854,8.0317034,2644791,1247408,73,23,August 2021,Internet  Arboretum Roggenhausen,,,,Fruechte 2021 wenig,,,
12392082075,ja,AG,5400,Baden,Aegerten01,planted,,,47.46936,8.27674,2663185,1257958,82,26,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Martin Dick",,,,,,,
12392070287,ja,AG,5400,Baden,Aegerten02,planted,,,47.46924,8.27579,2663114,1257944,57,18,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Martin Dick",,,,,,,
12392103867,ja,AG,5400,Baden,Aegerten03,planted,,,47.46937,8.27459,2663023,1257957,40,13,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Martin Dick",,,,,,,
12392368545,ja,AG,5400,Baden,Aegerten04,planted,,,47.46931,8.27434,2663005,1257950,32,10,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Martin Dick",,,,,,,
12407543427,ja,AG,5400,Baden,Allmendstrasse,planted,,,47.47375,8.30165,2665058,1258466,60,19,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Martin Dick",BHU geschätzt,,,,,,
12407313573,ja,AG,5400,Baden,Belvedere-Mitte,planted,,,47.4735976,8.3025603,2665127,1258450,24,8,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Martin Dick",,,,,,,
12407348286,ja,AG,5400,Baden,Belvedere-Ost,planted,,,47.4735864,8.3026071,2665131,1258499,20,6,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Martin Dick",,,,,,,
12407391174,ja,AG,5400,Baden,Belvedere-West,planted,,,47.4736068,8.3025177,2665124,1258451,36,11,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Martin Dick",,,,,,,
12137350516,ja,AG,5400,Baden,Martinsberg01,planted,,,47.4793839,8.2970593,2664705,1259088,45,14,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12137350517,ja,AG,5400,Baden,Martinsberg02,planted,,,47.4794513,8.2971049,2664708,1259096,50,16,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12137428790,ja,AG,5400,Baden,Martinsberg03,planted,,,47.4795015,8.2970167,2664702,1259102,40,13,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12137425163,ja,AG,5400,Baden,Martinsberg04,planted,,,47.4795776,8.2970704,2664706,1259110,22,7,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12137481174,ja,AG,5400,Baden,Martinsberg05,planted,,,47.4795377,8.2971508,2664712,1259106,30,10,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12137488078,ja,AG,5400,Baden,Martinsberg06,planted,,,47.479438,8.2969738,2664698,1259095,18,6,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12137518227,ja,AG,5400,Baden,Martinsberg07,planted,,,47.4795431,8.2973178,2664725,1259106,26,8,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12137700923,ja,AG,5400,Baden,Martinsberg08,planted,,,47.4792974,8.2971908,2664715,1259079,19,6,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12137712903,ja,AG,5400,Baden,Martinsberg09,planted,,,47.4793249,8.2972079,2664717,1259082,33,11,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12137717797,ja,AG,5400,Baden,Martinsberg10,planted,,,47.4793529,8.2972213,2664717,1259085,32,10,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12137719986,ja,AG,5400,Baden,Martinsberg11,planted,,,47.479334,8.2972846,2664722,1259083,57,18,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12137999770,ja,AG,5400,Baden,Martinsberg12,planted,,,47.4794219,8.2971834,2664714,1259093,45,14,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12138087742,ja,AG,5400,Baden,Martinsberg13,planted,,,47.4794088,8.297224,2664717,1259092,63,20,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12138104274,ja,AG,5400,Baden,Martinsberg14,planted,,,47.4793907,8.2972513,2664719,1259089,48,15,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12138140125,ja,AG,5400,Baden,Martinsberg15,planted,,,47.479391,8.2972004,2664716,1259089,42,13,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12137888621,ja,AG,5400,Baden,Martinsberg16,planted,,,47.4793948,8.2971608,2664713,1259089,50,16,August 2024,Infoflora 4535654 Stadtoekologie Baden,,,,,,,
12431168355,ja,AG,5400,Baden,ObstgartenA1,planted,,,47.4764587,8.2989877,2664854,1258765,54,17,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12442351041,ja,AG,5400,Baden,ObstgartenA2,planted,,,47.476451,8.2990139,2664856,1258764,43,14,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12442351042,ja,AG,5400,Baden,ObstgartenA3,planted,,,47.4764695,8.2990152,2664856,1258766,41,13,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12431190855,ja,AG,5400,Baden,ObstgartenB1,planted,,,47.4767087,8.2987629,2664837,1258793,32,10,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12442353756,ja,AG,5400,Baden,ObstgartenB2,planted,,,47.4767108,8.298716,2664834,1258793,28,9,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12442353755,ja,AG,5400,Baden,ObstgartenB3,planted,,,47.4767298,8.298737,2664835,1258795,19,6,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12431193191,ja,AG,5400,Baden,ObstgartenC1,planted,,,47.4768392,8.2986482,2664828,1258807,56,18,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12431193192,ja,AG,5400,Baden,ObstgartenC2,planted,,,47.4768496,8.2986318,2664827,1258808,30,10,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12431213266,ja,AG,5400,Baden,ObstgartenD1,planted,,,47.4769433,8.2985062,2664817,1258818,35,11,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12442334766,ja,AG,5400,Baden,ObstgartenD2,planted,,,47.47693,8.2985157,2664818,1258817,37,12,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12442334767,ja,AG,5400,Baden,ObstgartenD3,planted,,,47.4769149,8.298525,2664819,1258815,16,5,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12431299055,ja,AG,5400,Baden,ObstgartenE1,planted,,,47.4781862,8.2984041,2664808,1258957,29,9,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12431299056,ja,AG,5400,Baden,ObstgartenE2,planted,,,47.478209,8.2983651,2664805,1258959,17,5,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12442411116,ja,AG,5400,Baden,ObstgartenF,planted,,,47.478287,8.2984318,2664810,1258968,34,11,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12442411117,ja,AG,5400,Baden,ObstgartenG,planted,,,47.4782764,8.2983705,2664805,1258967,45,14,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12442411114,ja,AG,5400,Baden,ObstgartenH,planted,,,47.4783277,8.2984328,2664810,1258973,42,13,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12442411115,ja,AG,5400,Baden,ObstgartenI,planted,,,47.4783284,8.2983778,2664806,1258973,27,9,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12442411112,ja,AG,5400,Baden,ObstgartenJ,planted,,,47.4783902,8.2984609,2664812,1258979,44,14,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12442411113,ja,AG,5400,Baden,ObstgartenK,planted,,,47.4783993,8.2983975,2664807,1258980,46,15,Dezember 2024,"Stadtoekologie Baden, Moser Pius, Dick Martin",,,,,,,
12108084349,ja,AG,5400,Baden,Rotholz01,planted,,,47.4649798,8.2814001,2663542,1257474,35,11,August 2024,Infoflora 4536488 Stadtoekologie Baden,,,,,,,
12405290757,ja,AG,5400,Baden,Rotholz02,planted,,,47.46474,8.28129,2663534,1257448,35,11,Dezember 2024,Infoflora 4536488 Stadtoekologie Baden,,,,,,,
12405502415,ja,AG,5400,Baden,Rotholz03,planted,,,47.46481,8.28129,2663534,1257455,23,7,Dezember 2024,Infoflora 4536488 Stadtoekologie Baden,,,,,,,
12405497196,ja,AG,5400,Baden,Rotholz04,planted,,,47.4648,8.28133,2663537,1257454,20,6,Dezember 2024,Infoflora 4536488 Stadtoekologie Baden,,,,,,,
12405529646,ja,AG,5400,Baden,Rotholz05,planted,,,47.46486,8.28129,2663534,1257461,41,13,Dezember 2024,Infoflora 4536488 Stadtoekologie Baden,,,,,,,
12405505250,ja,AG,5400,Baden,Rotholz06,planted,,,47.46501,8.28155,2663553,1257478,24,8,Dezember 2024,Infoflora 4536488 Stadtoekologie Baden,,,,,,,
12393520901,ja,AG,5400,Baden,Rotholz07,planted,,,47.46542,8.2817,2663564,1257524,49,16,Dezember 2024,Infoflora 4536488 Stadtoekologie Baden,,,,,,,
12393485547,ja,AG,5400,Baden,Rotholz08,planted,,,47.46535,8.28182,2663573,1257516,17,5,Dezember 2024,Infoflora 4536488 Stadtoekologie Baden,,,,,,,
12393480887,ja,AG,5400,Baden,Rotholz09,planted,,,47.46564,8.28165,2663560,1257548,31,10,Dezember 2024,Infoflora 4536488 Stadtoekologie Baden,,,,,,,
12393477304,ja,AG,5400,Baden,Rotholz10,planted,,,47.46566,8.28167,2663562,1257550,28,9,Dezember 2024,Infoflora 4536488 Stadtoekologie Baden,,,,,,,
12407273958,ja,AG,5400,Baden,Ruetistrasse,planted,,,47.4737601,8.3042758,2665254,1258469,25,8,Dezember 2024,"Stadtoekologie Baden, Moser Pius",,,,,,,
12427347350,ja,AG,5400,Baden,SanktUrsusA,planted,,,47.4744963,8.3000929,2664939,1258548,28,9,Dezember 2024,"Stadtoekologie Baden, Moser Pius",,,,,,,
12427347351,ja,AG,5400,Baden,SanktUrsusB,planted,,,47.4745346,8.3002146,2664948,1258552,18,6,Dezember 2024,"Stadtoekologie Baden, Moser Pius",,,,,,,
12427347352,ja,AG,5400,Baden,SanktUrsusC,planted,,,47.4746173,8.3002775,2664954,1258562,25,8,Dezember 2024,"Stadtoekologie Baden, Moser Pius",,,,,,,
12427347353,ja,AG,5400,Baden,SanktUrsusD,planted,,,47.4746743,8.3003857,2664962,1258567,23,7,Dezember 2024,"Stadtoekologie Baden, Moser Pius",,,,,,,
12427347354,ja,AG,5400,Baden,SanktUrsusE,planted,,,47.4747894,8.3006235,2664979,1258581,9,3,Dezember 2024,"Stadtoekologie Baden, Moser Pius",,,,,,,
12427347355,ja,AG,5400,Baden,SanktUrsusF,planted,,,47.4748608,8.3005995,2664977,1258589,31,10,Dezember 2024,"Stadtoekologie Baden, Moser Pius",,,,,,,
12089528406,ja,AG,5400,Baden,SchartenfelsOst,planted,,,47.4738708,8.3132286,2665931,1258489,18,6,August 2024,https://www.naturvielfalt.ch/de/observation/7043 von Felten Albert,,,,,,,
12089528407,ja,AG,5400,Baden,SchartenfelsWest,planted,,,47.4737711,8.3129647,2665911,1258478,17,5,August 2024,https://www.naturvielfalt.ch/de/observation/7043 von Felten Albert,,,,,,,
12089504648,ja,AG,5400,Baden,Sonnmatt,planted,,,47.4700292,8.2969642,2664709,1258049,19,6,August 2024,Infoflora 9786904  Bischoff Wolfgang,,,,,,,
12097419011,ja,AG,5637,Beinwil,Rinderwald1,planted,,,47.22546,8.32985,2667497,1230886,8,3,August 2024,"Kohler Yvette, Dick Martin, Zemp Anton Beinwil",,,,,,,Hoehe: 355cm
12097344368,ja,AG,5637,Beinwil,Rinderwald2,planted,,,47.2255233,8.32989,2667500,1230893,24,8,August 2024,"Kohler Yvette, Dick Martin, Zemp Anton Beinwil",,,,,,,Hoehe: 750cm
12097360002,ja,AG,5637,Beinwil,Rinderwald3,planted,,,47.22557,8.33,2667508,1230899,8,3,August 2024,"Kohler Yvette, Dick Martin, Zemp Anton Beinwil",,,,,,,Hoehe: 320cm
9060455491,ja,AG,5637,Beinwil,Schuerbode,planted,,2001,47.2374772,8.3162341,2666451,1232210,62,20,September 2021,"Dick Martin, Nietlisbach Benno",,,,,,,"BHU 2021: 62cm, 2024: 62cm"
12097291402,ja,AG,5637,Beinwil,Wegkreuz,planted,,,47.2323516,8.3497929,2668998,1231670,73,23,August 2024,"Kohler Yvette, Dick Martin, Bucher Stefan Beinwil",,,,,,,
9124027065,ja,AG,5023,Biberstein,Leimenrank1,planted,,1995,47.4209361,8.0824269,2648579,1252435,24,7,Maerz 2023,"Boss Christian, Buck Josef
Einwohnergemeinde: Wirz Roger, Rathausgasse 1, 5000 Aarau",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 62_15_1-3,
BHU 2015 17cm"
9124149495,ja,AG,5023,Biberstein,Leimenrank2,planted,,1995,47.4210116,8.0823426,2648573,1252444,18,6,Maerz 2023,"Boss Christian
Einwohnergemeinde: Wirz Roger, Rathausgasse 1, 5000 Aarau, BHU 2015 10cm",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 72_15_1-3,
BHU 2015 10cm"
,ja,AG,5023,Biberstein,Hombergmatte,planted,,1995,47.42634,8.07307,2647869,1253030,15,5,Maerz 2015,"Boss Christian
Einwohnergemeinde: Wirz Roger, Rathausgasse 1, 5000 Aarau",,,,Nicht erkennbar,"Baum nicht mehr vorhanden, Dick Maerz 2023",,"Herkunft: nicht bekannt, Fotos: 73_15_1-5"
9052544207,ja,AG,4814,Bottenwil,Feldweg,planted,,,47.2897524,8.0049771,2642842,1237806,32,10,August 2021,"Infoflora 4806511 Althaus Hans, Internet Laesser Ernst ",,,,,,,
,ja,AG,5620,Bremgarten,Baeumliweier1,planted,,,47.3592,8.33503,2667718,1245759,20,6,Juli 2014,"Boss Christian, Zingg Andreas
CWPL Parietti Adrian, Waffenplatz, 5620 Bremgarten",,,,Noch keine,"Baum nicht mehr vorhanden, Dick Maerz 2023",,"Herkunft nicht bekannt, Fotos: 11_14_1"
,ja,AG,5620,Bremgarten,Baeumliweier2,planted,,,47.35879,8.33453,2667681,1245713,31,10,Juli 2014,"Boss Christian, Zingg Andreas
CWPL Parietti Adrian, Waffenplatz, 5620 Bremgarten",,,,Noch keine,"Baum nicht mehr vorhanden, Dick Maerz 2023",,"Herkunft nicht bekannt, Fotos: 12_14_1"
9124311987,ja,AG,5620,Bremgarten,Baeumliweier3,planted,,,47.35973,8.33544,2667749,1245818,24,8,Maerz 2023,"Boss Christian, Dick Martin",,,,,,,
9124315577,ja,AG,5620,Bremgarten,Bleiche,planted,,,47.35475,8.33535,2667748,1245265,53,17,Maerz 2023,"Boss Christian, Dick Martin",,,,,,,
9124353826,ja,AG,5626,Bremgarten-Hermetschwil-Staffeln,Rotmatt1,planted,,1998,47.33244,8.33188,2667514,1242781,59,19,Maerz 2023,"Boss Christian,  Rudow Andreas
Rudow Andreas, Kehlstrasse 7, 5400 Baden",,,,Birne,,,"Herkunft: WSL, Toni Burkhard, Fotos: 101_15_1-4
BHU 2015 38cm"
10753209349,ja,AG,5626,Bremgarten-Hermetschwil-Staffeln,Rotmatt2,planted,,,47.33218,8.33165,2667498,1242752,35,11,Maerz 2023,"Dick Martin, Rudow Andreas
Rudow Andreas, Kehlstrasse 7, 5400 Baden",,,,,,,
9124383325,ja,AG,5200,Brugg,Waffenplatz,planted,,,47.49207,8.23048,2659671,1260446,23,7,Maerz 2023,"Boss Christian, Dick Martin",,,,,,,
9060849891,ja,AG,5632,Buttwil,Waldmatt-Nord1,planted,,,47.261012,8.3008714,2665259,1234814,31,10,September 2021,"Internet, Frey Lukas, Klosterhof Muri",,,,,,,
9060888184,ja,AG,5632,Buttwil,Waldmatt-Nord2,planted,,,47.2609374,8.3009249,2665263,1234806,32,10,September 2021,"Internet, Frey Lukas, Klosterhof Muri",,,,,,,
9060894567,ja,AG,5632,Buttwil,Waldmatt-Nord3,planted,,,47.2609316,8.3009348,2665264,1234805,11,4,September 2021,"Internet, Frey Lukas, Klosterhof Muri",,,,,,,
9060917240,ja,AG,5632,Buttwil,Waldmatt-Nord4,planted,,,47.2606738,8.3008953,2665262,1234777,30,10,September 2021,"Internet, Frey Lukas, Klosterhof Muri",,,,,,,
12096886865,ja,AG,5312,Doettingen,DurchhauA,planted,,,47.55169,8.243893,2660615,1267085,6,2,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Hoehe: 275cm
12096879908,ja,AG,5312,Doettingen,DurchhauB,planted,,,47.5515,8.24417,2660636,1267064,7,2,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Hoehe: 260cm
12096904233,ja,AG,5312,Doettingen,DurchhauC,planted,,,47.55135,8.24439,2660653,1267048,8,3,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Hoehe: 260cm
12096918667,ja,AG,5312,Doettingen,DurchhauD,planted,,,47.55122,8.24453,2660664,1267034,14,4,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Hoehe: 435cm
12096968701,ja,AG,5312,Doettingen,DurchhauE,planted,,,47.55119,8.24458,2660668,1267030,26,8,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Hoehe: 530cm
12097129225,ja,AG,5312,Doettingen,DurchhauF,planted,,,47.55107,8.2446999,2660677,1267017,27,9,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Hoehe: 630cm
12097168925,ja,AG,5312,Doettingen,DurchhauG,planted,,,47.5504898,8.2452802,2660721,1266953,12,4,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Hoehe: 355cm
12097172281,ja,AG,5312,Doettingen,DurchhauH,planted,,,47.5504999,8.2453301,2660725,1266954,10,3,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Hoehe: 310cm  Zwiesel
12097193873,ja,AG,5312,Doettingen,DurchhauI,planted,,,47.55045,8.24535,2660726,1266949,13,4,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Hoehe: 335cm
12097210552,ja,AG,5312,Doettingen,DurchhauK,planted,,,47.55042,8.24541,2660731,1266945,9,3,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Hoehe: 310cm
12097209539,ja,AG,5312,Doettingen,DurchhauL,planted,,,47.55027,8.24543,2660733,1266929,8,3,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Hoehe: 295cm
12107941928,ja,AG,5312,Doettingen,DurchhauM,planted,,,47.55051,8.24545,2660734,1266955,8,3,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Hoehe: 270cm
12107957106,ja,AG,5312,Doettingen,DurchhauN,planted,,,47.5503601,8.2455651,2660743,1266939,11,4,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Hoehe: 270cm
12096815738,ja,AG,5312,Doettingen,Junkerhau,planted,,,47.55369,8.23984,2660308,1267305,8,3,August 2024,"Kohler Yvette, Dick Martin",,,,,,,Herkunft WSL: Hoehe: 215cm
9048865396,ja,AG,5312,Doettingen,Sunneberg1,planted,,,47.5738512,8.2745085,2662893,1269573,33,11,August 2021,"Internet, www.doettingen.ch",,,,,,,
9048912974,ja,AG,5312,Doettingen,Sunneberg2,planted,,,47.5738315,8.2743155,2662879,1269571,47,15,August 2021,"Internet, www.doettingen.ch",,,,,,,
9048923744,ja,AG,5312,Doettingen,Sunneberg3,planted,,,47.5737512,8.2743015,2662878,1269562,43,14,August 2021,"Internet, www.doettingen.ch",,,,,,,
9048950353,ja,AG,5312,Doettingen,Sunneberg4,planted,,,47.5738127,8.2741267,2662864,1269569,28,9,August 2021,"Internet, www.doettingen.ch",,,,,,,
9048986895,ja,AG,5312,Doettingen,Sunneberg5,planted,,,47.5737931,8.273924,2662849,1269566,43,14,August 2021,"Internet, www.doettingen.ch",,,,Fruechte 2021 einige,,,
9048983632,ja,AG,5312,Doettingen,Sunneberg6,planted,,,47.5737777,8.2737225,2662834,1269565,44,14,August 2021,"Internet, www.doettingen.ch",,,,,,,
9048978604,ja,AG,5312,Doettingen,Sunneberg7,planted,,,47.5737683,8.273535,2662820,1269563,37,12,August 2021,"Internet, www.doettingen.ch",,,,,,,
9049055236,ja,AG,5312,Doettingen,Sunneberg8,planted,,,47.5737136,8.2737377,2662835,1269557,36,12,August 2021,"Internet, www.doettingen.ch",,,,,,,
9049054242,ja,AG,5312,Doettingen,Sunneberg9,planted,,,47.573699,8.27354,2662820,1269556,42,13,August 2021,"Internet, www.doettingen.ch",,,,,,,
9049128861,ja,AG,5312,Doettingen,Sunneberg10,planted,,,47.5736951,8.2726681,2662755,1269554,41,13,August 2021,"Internet, www.doettingen.ch",,,,,,,
9049150911,ja,AG,5312,Doettingen,Sunneberg11,planted,,,47.5736771,8.2724865,2662741,1269552,37,12,August 2021,"Internet, www.doettingen.ch",,,,,,,
9049154607,ja,AG,5312,Doettingen,Sunneberg12,planted,,,47.5736158,8.2724758,2662740,1269546,47,15,August 2021,"Internet, www.doettingen.ch",,,,,,,
9049181528,ja,AG,5312,Doettingen,Sunneberg13,planted,,,47.5736681,8.2722836,2662725,1269551,41,13,August 2021,"Internet, www.doettingen.ch",,,,,,,
9049236121,ja,AG,5312,Doettingen,Sunneberg14,planted,,,47.573596,8.2722782,2662726,1269543,25,8,August 2021,"Internet, www.doettingen.ch",,,,,,,
9049241276,ja,AG,5312,Doettingen,Sunneberg15,planted,,,47.5736482,8.2720753,2662710,1269549,39,12,August 2021,"Internet, www.doettingen.ch",,,,,,,
9049266227,ja,AG,5312,Doettingen,Sunneberg16,planted,,,47.5735852,8.2720833,2662710,1269542,37,12,August 2021,"Internet, www.doettingen.ch",,,,,,,
9049284165,ja,AG,5312,Doettingen,Sunneberg17,planted,,,47.5736302,8.271883,2662696,1269547,28,9,August 2021,"Internet, www.doettingen.ch",,,,,,,
9049264506,ja,AG,5312,Doettingen,Sunneberg18,planted,,,47.5735693,8.2718914,2662697,1269539,40,13,August 2021,"Internet, www.doettingen.ch",,,,,,,
9049310171,ja,AG,5312,Doettingen,Sunneberg19,planted,,,47.5736123,8.2716839,2662681,1269544,40,13,August 2021,"Internet, www.doettingen.ch, Infoflora 10271554 Wenzinger Bruno",,,,,,,
9049335662,ja,AG,5312,Doettingen,Sunneberg20,planted,,,47.5736012,8.2714881,2662666,1269543,39,13,August 2021,"Internet, www.doettingen.ch",,,,,,,
9124414172,ja,AG,5078,Effingen,Sennhuetten,planted,,,47.5137393,8.1209424,2651396,1262777,16,5,April 2023,"Boss Christian, Dick Martin",,,,,,,
9124464698,ja,AG,5078,Effingen,Stutz,planted,,,47.50702,8.12148,2651443,1262031,21,7,April 2023,"Boss Christian, Dick Martin",,,,,,,
9124454079,ja,AG,5074,Eiken,Hauptstrasse19,planted,,2007,47.53548,7.9828876,2640979,1265114,20,6,Maerz 2023,"Boss Christian, Rohr Emanuel
Rohr Emanuel, Hauptstrasse 19, 5074 Eiken",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 68_15_1-4
BHU 2015 9cm"
9124441956,ja,AG,5074,Eiken,ImChell,planted,,2007,47.52552,7.98151,2640884,1264006,40,13,Maerz 2023,"Boss Christian, Rohr Emanuel
Denz-Amrein Maya, Am Rain 6A, 5200 Brugg",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 69_15_1-3
BHU 2015 20cm"
9124511613,ja,AG,5070,Frick,Baenihuebel1,planted,,,47.4999977,8.0316745,2644683,1261195,60,19,April 2023,"Boss Christian, Mahieu Nicolas
Erb Martin, Geissgasse 17, 5080 Frick",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 42_14_1-3
BHU 2014 35cm"
9124559087,ja,AG,5070,Frick,Baenihuebel2,planted,,,47.5000149,8.0315523,2644674,1261197,29,9,April 2023,"Boss Christian
Erb Martin, Geissgasse 17, 5080 Frick",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 43_14_1-3
BHU 2014 25cm"
9124737532,ja,AG,5070,Frick,Baenihuebel3,planted,,,47.5000473,8.0314248,2644664,1261200,37,12,April 2023,"Boss Christian
Erb Martin, Geissgasse 17, 5080 Frick",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 44_14_1-6
BHU 2014 24cm"
9124765715,ja,AG,5070,Frick,Baenihuebel4,planted,,,47.500068,8.0312897,2644654,1261202,28,9,April 2023,"Boss Christian
Erb Martin, Geissgasse 17, 5080 Frick",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 45_14_1-4
BHU 2014 18cm"
9124752564,ja,AG,5070,Frick,Baenihuebel5,planted,,,47.5000779,8.0311637,2644645,1261203,22,7,April 2023,"Boss Christian
Erb Martin, Geissgasse 17, 5080 Frick",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 46_14_1-3
BHU 2014 16cm"
9124833006,ja,AG,5070,Frick,Baenihuebel6,planted,,,47.500127,8.030908,2644625,1261209,41,13,April 2023,"Boss Christian
Erb Martin, Geissgasse 17, 5080 Frick",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 47_14_1-4
BHU 2014 25cm"
9124885320,ja,AG,5070,Frick,Baenihuebel7,planted,,,47.500157,8.0307891,2644616,1261212,34,11,April 2023,"Boss Christian
Erb Martin, Geissgasse 17, 5080 Frick",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 48_14_1-5
BHU 2014 23cm"
9124925701,ja,AG,5070,Frick,Baenihuebel8,planted,,,47.5001672,8.0306594,2644606,1261213,20,6,April 2023,"Boss Christian
Erb Martin, Geissgasse 17, 5080 Frick",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 49_14_1-3
BHU 2014 16cm"
9124928589,ja,AG,5070,Frick,Baenihuebel9,planted,,,47.5010247,8.0289142,2644474,1261308,39,12,April 2023,"Boss Christian
Erb Martin, Geissgasse 17, 5080 Frick",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 50_14_1-3
BHU 2014 15cm"
9124956855,ja,AG,5070,Frick,Baenihuebel10,planted,,,47.5011774,8.0290438,2644484,1261324,51,16,April 2023,"Boss Christian
Erb Martin, Geissgasse 17, 5080 Frick",,,,Nicht erkennbar,,,"Herkunft: nicht bekannt, Fotos: 51_14_1-3
BHU 2014 38cm"
10853411845,ja,AG,5070,Frick,BaenihuebelNeuMitte,planted,,,47.50124,8.02877,2644465,1261332,8,3,April 2023,"Dick Martin
Erb Martin, Geissgasse 17, 5080 Frick",,,,Nicht erkennbar,,,
